gutenberg_id,text
9182,"Mrs. Home (Home it seems was the name) had been a very pretty, but a"
9182,"giddy, careless woman, who had neglected her child, and disappointed"
9182,and disheartened her husband. So far from congenial had the union
9182,"proved, that separation at last ensued—separation by mutual consent,"
9182,"not after any legal process. Soon after this event, the lady having"
9182,"over-exerted herself at a ball, caught cold, took a fever, and died"
9182,"after a very brief illness. Her husband, naturally a man of very"
9182,"sensitive feelings, and shocked inexpressibly by too sudden"
9182,"communication of the news, could hardly, it seems, now be persuaded but"
9182,that some over-severity on his part—some deficiency in patience and
9182,indulgence—had contributed to hasten her end. He had brooded over this
9182,idea till his spirits were seriously affected; the medical men insisted
9182,"on travelling being tried as a remedy, and meanwhile Mrs. Bretton had"
9182,"offered to take charge of his little girl. “And I hope,” added my"
9182,"godmother in conclusion, “the child will not be like her mamma; as"
9182,silly and frivolous a little flirt as ever sensible man was weak enough
9182,"to marry. For,” said she, “Mr. Home _is_ a sensible man in his way,"
9182,"though not very practical: he is fond of science, and lives half his"
9182,life in a laboratory trying experiments—a thing his butterfly wife
9182,could neither comprehend nor endure; and indeed” confessed my
9182,"godmother, “I should not have liked it myself.”"
9182,
9182,"In answer to a question of mine, she further informed me that her late"
9182,"husband used to say, Mr. Home had derived this scientific turn from a"
9182,"maternal uncle, a French savant; for he came, it seems; of mixed French"
9182,"and Scottish origin, and had connections now living in France, of whom"
9182,"more than one wrote _de_ before his name, and called himself noble."
9182,
9182,"That same evening at nine o’clock, a servant was despatched to meet the"
9182,coach by which our little visitor was expected. Mrs. Bretton and I sat
9182,alone in the drawing-room waiting her coming; John Graham Bretton being
9182,absent on a visit to one of his schoolfellows who lived in the country.
9182,My godmother read the evening paper while she waited; I sewed. It was a
9182,"wet night; the rain lashed the panes, and the wind sounded angry and"
9182,restless.
9182,
9182,“Poor child!” said Mrs. Bretton from time to time. “What weather for
9182,her journey! I wish she were safe here.”
9182,
9182,A little before ten the door-bell announced Warren’s return. No sooner
9182,was the door opened than I ran down into the hall; there lay a trunk
9182,"and some band-boxes, beside them stood a person like a nurse-girl, and"
9182,at the foot of the staircase was Warren with a shawled bundle in his
9182,arms.
9182,
9182,“Is that the child?” I asked.
9182,
9182,"“Yes, miss.”"
9182,
9182,"I would have opened the shawl, and tried to get a peep at the face, but"
9182,it was hastily turned from me to Warren’s shoulder.
9182,
9182,"“Put me down, please,” said a small voice when Warren opened the"
9182,"drawing-room door, “and take off this shawl,” continued the speaker,"
9182,"extracting with its minute hand the pin, and with a sort of fastidious"
9182,haste doffing the clumsy wrapping. The creature which now appeared made
9182,a deft attempt to fold the shawl; but the drapery was much too heavy
9182,and large to be sustained or wielded by those hands and arms. “Give it
9182,"to Harriet, please,” was then the direction, “and she can put it away.”"
9182,"This said, it turned and fixed its eyes on Mrs. Bretton."
9182,
9182,"“Come here, little dear,” said that lady. “Come and let me see if you"
9182,are cold and damp: come and let me warm you at the fire.”
9182,
9182,"The child advanced promptly. Relieved of her wrapping, she appeared"
9182,"exceedingly tiny; but was a neat, completely-fashioned little figure,"
9182,"light, slight, and straight. Seated on my godmother’s ample lap, she"
9182,"looked a mere doll; her neck, delicate as wax, her head of silky curls,"
9182,"increased, I thought, the resemblance."
9182,
9182,Mrs. Bretton talked in little fond phrases as she chafed the child’s
9182,"hands, arms, and feet; first she was considered with a wistful gaze,"
9182,but soon a smile answered her. Mrs. Bretton was not generally a
9182,"caressing woman: even with her deeply-cherished son, her manner was"
9182,"rarely sentimental, often the reverse; but when the small stranger"
9182,"smiled at her, she kissed it, asking, “What is my little one’s name?”"
9182,
9182,“Missy.”
9182,
9182,“But besides Missy?”
9182,
9182,"“Polly, papa calls her.”"
9182,
9182,“Will Polly be content to live with me?”
9182,
9182,“Not _always_; but till papa comes home. Papa is gone away.” She shook
9182,her head expressively.
9182,
9182,"“He will return to Polly, or send for her.”"
9182,
9182,"“Will he, ma’am? Do you know he will?”"
9182,
9182,“I think so.”
9182,
9182,“But Harriet thinks not: at least not for a long while. He is ill.”
9182,
9182,Her eyes filled. She drew her hand from Mrs. Bretton’s and made a
9182,"movement to leave her lap; it was at first resisted, but she"
9182,"said—“Please, I wish to go: I can sit on a stool.”"
9182,
9182,"She was allowed to slip down from the knee, and taking a footstool, she"
9182,"carried it to a corner where the shade was deep, and there seated"
9182,"herself. Mrs. Bretton, though a commanding, and in grave matters even a"
9182,"peremptory woman, was often passive in trifles: she allowed the child"
9182,"her way. She said to me, “Take no notice at present.” But I did take"
9182,"notice: I watched Polly rest her small elbow on her small knee, her"
9182,head on her hand; I observed her draw a square inch or two of
9182,"pocket-handkerchief from the doll-pocket of her doll-skirt, and then I"
9182,"heard her weep. Other children in grief or pain cry aloud, without"
9182,shame or restraint; but this being wept: the tiniest occasional sniff
9182,testified to her emotion. Mrs. Bretton did not hear it: which was quite
9182,"as well. Ere long, a voice, issuing from the corner, demanded—“May the"
9182,bell be rung for Harriet!”
9182,
9182,I rang; the nurse was summoned and came.
9182,
9182,"“Harriet, I must be put to bed,” said her little mistress. “You must"
9182,ask where my bed is.”
9182,
9182,Harriet signified that she had already made that inquiry.
9182,
9182,"“Ask if you sleep with me, Harriet.”"
9182,
9182,"“No, Missy,” said the nurse: “you are to share this young lady’s room,”"
9182,designating me.
9182,
9182,"Missy did not leave her seat, but I saw her eyes seek me. After some"
9182,"minutes’ silent scrutiny, she emerged from her corner."
9182,
9182,"“I wish you, ma’am, good night,” said she to Mrs. Bretton; but she"
9182,passed me mute.
9182,
9182,"“Good-night, Polly,” I said."
9182,
9182,"“No need to say good-night, since we sleep in the same chamber,” was"
9182,"the reply, with which she vanished from the drawing-room. We heard"
9182,"Harriet propose to carry her up-stairs. “No need,” was again her"
9182,"answer—“no need, no need:” and her small step toiled wearily up the"
9182,staircase.
9182,
9182,"On going to bed an hour afterwards, I found her still wide awake. She"
9182,had arranged her pillows so as to support her little person in a
9182,"sitting posture: her hands, placed one within the other, rested quietly"
9182,"on the sheet, with an old-fashioned calm most unchildlike. I abstained"
9182,"from speaking to her for some time, but just before extinguishing the"
9182,"light, I recommended her to lie down."
9182,
9182,"“By and by,” was the answer."
9182,
9182,"“But you will take cold, Missy.”"
9182,
9182,"She took some tiny article of raiment from the chair at her crib side,"
9182,and with it covered her shoulders. I suffered her to do as she pleased.
9182,"Listening awhile in the darkness, I was aware that she still wept,—wept"
9182,"under restraint, quietly and cautiously."
9182,
9182,"On awaking with daylight, a trickling of water caught my ear. Behold!"
9182,"there she was risen and mounted on a stool near the washstand, with"
9182,pains and difficulty inclining the ewer (which she could not lift) so
9182,as to pour its contents into the basin. It was curious to watch her as
9182,"she washed and dressed, so small, busy, and noiseless. Evidently she"
9182,"was little accustomed to perform her own toilet; and the buttons,"
9182,"strings, hooks and eyes, offered difficulties which she encountered"
9182,"with a perseverance good to witness. She folded her night-dress, she"
9182,smoothed the drapery of her couch quite neatly; withdrawing into a
9182,"corner, where the sweep of the white curtain concealed her, she became"
9182,"still. I half rose, and advanced my head to see how she was occupied."
9182,"On her knees, with her forehead bent on her hands, I perceived that she"
9182,was praying.
9182,
9182,Her nurse tapped at the door. She started up.
9182,
9182,"“I am dressed, Harriet,” said she; “I have dressed myself, but I do not"
9182,feel neat. Make me neat!”
9182,
9182,"“Why did you dress yourself, Missy?”"
9182,
9182,"“Hush! speak low, Harriet, for fear of waking _the girl_” (meaning me,"
9182,"who now lay with my eyes shut). “I dressed myself to learn, against the"
9182,time you leave me.”
9182,
9182,“Do you want me to go?”
9182,
9182,"“When you are cross, I have many a time wanted you to go, but not now."
9182,"Tie my sash straight; make my hair smooth, please.”"
9182,
9182,“Your sash is straight enough. What a particular little body you are!”
9182,
9182,“It must be tied again. Please to tie it.”
9182,
9182,"“There, then. When I am gone you must get that young lady to dress"
9182,you.”
9182,
9182,“On no account.”
9182,
9182,“Why? She is a very nice young lady. I hope you mean to behave prettily
9182,"to her, Missy, and not show your airs.”"
9182,
9182,“She shall dress me on no account.”
9182,
9182,“Comical little thing!”
9182,
9182,"“You are not passing the comb straight through my hair, Harriet; the"
9182,line will be crooked.”
9182,
9182,"“Ay, you are ill to please. Does that suit?”"
9182,
9182,“Pretty well. Where should I go now that I am dressed?”
9182,
9182,“I will take you into the breakfast-room.”
9182,
9182,"“Come, then.”"
9182,
9182,They proceeded to the door. She stopped.
9182,
9182,"“Oh! Harriet, I wish this was papa’s house! I don’t know these people.”"
9182,
9182,"“Be a good child, Missy.”"
9182,
9182,"“I am good, but I ache here;” putting her hand to her heart, and"
9182,"moaning while she reiterated, “Papa! papa!”"
9182,
9182,"I roused myself and started up, to check this scene while it was yet"
9182,within bounds.
9182,
9182,"“Say good-morning to the young lady,” dictated Harriet. She said,"
9182,"“Good-morning,” and then followed her nurse from the room. Harriet"
9182,"temporarily left that same day, to go to her own friends, who lived in"
9182,the neighbourhood.
9182,
9182,"On descending, I found Paulina (the child called herself Polly, but her"
9182,"full name was Paulina Mary) seated at the breakfast-table, by Mrs."
9182,"Bretton’s side; a mug of milk stood before her, a morsel of bread"
9182,"filled her hand, which lay passive on the table-cloth: she was not"
9182,eating.
9182,
9182,"“How we shall conciliate this little creature,” said Mrs. Bretton to"
9182,"me, “I don’t know: she tastes nothing, and by her looks, she has not"
9182,slept.”
9182,
9182,I expressed my confidence in the effects of time and kindness.
9182,
9182,"“If she were to take a fancy to anybody in the house, she would soon"
9182,"settle; but not till then,” replied Mrs. Bretton."
9182,
9182,
9182,
9182,CHAPTER II.
9182,PAULINA.
9182,
9182,
9182,"Some days elapsed, and it appeared she was not likely to take much of a"
9182,fancy to anybody in the house. She was not exactly naughty or wilful:
9182,she was far from disobedient; but an object less conducive to
9182,"comfort—to tranquillity even—than she presented, it was scarcely"
9182,possible to have before one’s eyes. She moped: no grown person could
9182,have performed that uncheering business better; no furrowed face of
9182,"adult exile, longing for Europe at Europe’s antipodes, ever bore more"
9182,legibly the signs of home sickness than did her infant visage. She
9182,"seemed growing old and unearthly. I, Lucy Snowe, plead guiltless of"
9182,"that curse, an overheated and discursive imagination; but whenever,"
9182,"opening a room-door, I found her seated in a corner alone, her head in"
9182,"her pigmy hand, that room seemed to me not inhabited, but haunted."
9182,
9182,"And again, when of moonlight nights, on waking, I beheld her figure,"
9182,"white and conspicuous in its night-dress, kneeling upright in bed, and"
9182,praying like some Catholic or Methodist enthusiast—some precocious
9182,fanatic or untimely saint—I scarcely know what thoughts I had; but they
9182,ran risk of being hardly more rational and healthy than that child’s
9182,mind must have been.
9182,
9182,"I seldom caught a word of her prayers, for they were whispered low:"
9182,"sometimes, indeed, they were not whispered at all, but put up"
9182,"unuttered; such rare sentences as reached my ear still bore the burden,"
9182,"“Papa; my dear papa!” This, I perceived, was a one-idea’d nature;"
9182,betraying that monomaniac tendency I have ever thought the most
9182,unfortunate with which man or woman can be cursed.
9182,
9182,"What might have been the end of this fretting, had it continued"
9182,"unchecked, can only be conjectured: it received, however, a sudden"
9182,turn.
9182,
9182,"One afternoon, Mrs. Bretton, coaxing her from her usual station in a"
9182,"corner, had lifted her into the window-seat, and, by way of occupying"
9182,"her attention, told her to watch the passengers and count how many"
9182,ladies should go down the street in a given time. She had sat
9182,"listlessly, hardly looking, and not counting, when—my eye being fixed"
9182,on hers—I witnessed in its iris and pupil a startling transfiguration.
9182,"These sudden, dangerous natures—_sensitive_ as they are called—offer"
9182,many a curious spectacle to those whom a cooler temperament has secured
9182,from participation in their angular vagaries. The fixed and heavy gaze
9182,"swum, trembled, then glittered in fire; the small, overcast brow"
9182,cleared; the trivial and dejected features lit up; the sad countenance
9182,"vanished, and in its place appeared a sudden eagerness, an intense"
9182,expectancy. “It _is_!” were her words.
9182,
9182,"Like a bird or a shaft, or any other swift thing, she was gone from the"
9182,room. How she got the house-door open I cannot tell; probably it might
9182,"be ajar; perhaps Warren was in the way and obeyed her behest, which"
9182,"would be impetuous enough. I—watching calmly from the window—saw her,"
9182,in her black frock and tiny braided apron (to pinafores she had an
9182,"antipathy), dart half the length of the street; and, as I was on the"
9182,"point of turning, and quietly announcing to Mrs. Bretton that the child"
9182,"was run out mad, and ought instantly to be pursued, I saw her caught"
9182,"up, and rapt at once from my cool observation, and from the wondering"
9182,"stare of the passengers. A gentleman had done this good turn, and now,"
9182,"covering her with his cloak, advanced to restore her to the house"
9182,whence he had seen her issue.
9182,
9182,I concluded he would leave her in a servant’s charge and withdraw; but
9182,"he entered: having tarried a little while below, he came up-stairs."
9182,
9182,His reception immediately explained that he was known to Mrs. Bretton.
9182,"She recognised him; she greeted him, and yet she was fluttered,"
9182,"surprised, taken unawares. Her look and manner were even expostulatory;"
9182,"and in reply to these, rather than her words, he said,—“I could not"
9182,"help it, madam: I found it impossible to leave the country without"
9182,seeing with my own eyes how she settled.”
9182,
9182,“But you will unsettle her.”
9182,
9182,“I hope not. And how is papa’s little Polly?”
9182,
9182,"This question he addressed to Paulina, as he sat down and placed her"
9182,gently on the ground before him.
9182,
9182,"“How is Polly’s papa?” was the reply, as she leaned on his knee, and"
9182,gazed up into his face.
9182,
9182,"It was not a noisy, not a wordy scene: for that I was thankful; but it"
9182,"was a scene of feeling too brimful, and which, because the cup did not"
9182,"foam up high or furiously overflow, only oppressed one the more. On all"
9182,"occasions of vehement, unrestrained expansion, a sense of disdain or"
9182,ridicule comes to the weary spectator’s relief; whereas I have ever
9182,felt most burdensome that sort of sensibility which bends of its own
9182,"will, a giant slave under the sway of good sense."
9182,
9182,"Mr. Home was a stern-featured—perhaps I should rather say, a"
9182,"hard-featured man: his forehead was knotty, and his cheekbones were"
9182,marked and prominent. The character of his face was quite Scotch; but
9182,"there was feeling in his eye, and emotion in his now agitated"
9182,countenance. His northern accent in speaking harmonised with his
9182,physiognomy. He was at once proud-looking and homely-looking. He laid
9182,his hand on the child’s uplifted head. She said—“Kiss Polly.”
9182,
9182,"He kissed her. I wished she would utter some hysterical cry, so that I"
9182,might get relief and be at ease. She made wonderfully little noise: she
9182,"seemed to have got what she wanted—_all_ she wanted, and to be in a"
9182,trance of content. Neither in mien nor in features was this creature
9182,"like her sire, and yet she was of his strain: her mind had been filled"
9182,"from his, as the cup from the flagon."
9182,
9182,"Indisputably, Mr. Home owned manly self-control, however he might"
9182,"secretly feel on some matters. “Polly,” he said, looking down on his"
9182,"little girl, “go into the hall; you will see papa’s great-coat lying on"
9182,"a chair; put your hand into the pockets, you will find a"
9182,pocket-handkerchief there; bring it to me.”
9182,
9182,She obeyed; went and returned deftly and nimbly. He was talking to Mrs.
9182,"Bretton when she came back, and she waited with the handkerchief in her"
9182,"hand. It was a picture, in its way, to see her, with her tiny stature,"
9182,"and trim, neat shape, standing at his knee. Seeing that he continued to"
9182,"talk, apparently unconscious of her return, she took his hand, opened"
9182,"the unresisting fingers, insinuated into them the handkerchief, and"
9182,closed them upon it one by one. He still seemed not to see or to feel
9182,"her; but by-and-by, he lifted her to his knee; she nestled against him,"
9182,and though neither looked at nor spoke to the other for an hour
9182,"following, I suppose both were satisfied."
9182,
9182,"During tea, the minute thing’s movements and behaviour gave, as usual,"
9182,"full occupation to the eye. First she directed Warren, as he placed the"
9182,chairs.
9182,
9182,"“Put papa’s chair here, and mine near it, between papa and Mrs."
9182,Bretton: _I_ must hand his tea.”
9182,
9182,"She took her own seat, and beckoned with her hand to her father."
9182,
9182,"“Be near me, as if we were at home, papa.”"
9182,
9182,"And again, as she intercepted his cup in passing, and would stir the"
9182,"sugar, and put in the cream herself, “I always did it for you at home;"
9182,"papa: nobody could do it as well, not even your own self.”"
9182,
9182,Throughout the meal she continued her attentions: rather absurd they
9182,"were. The sugar-tongs were too wide for one of her hands, and she had"
9182,"to use both in wielding them; the weight of the silver cream-ewer, the"
9182,"bread-and-butter plates, the very cup and saucer, tasked her"
9182,"insufficient strength and dexterity; but she would lift this, hand"
9182,"that, and luckily contrived through it all to break nothing. Candidly"
9182,"speaking, I thought her a little busy-body; but her father, blind like"
9182,"other parents, seemed perfectly content to let her wait on him, and"
9182,even wonderfully soothed by her offices.
9182,
9182,“She is my comfort!” he could not help saying to Mrs. Bretton. That
9182,"lady had her own “comfort” and nonpareil on a much larger scale, and,"
9182,"for the moment, absent; so she sympathised with his foible."
9182,
9182,This second “comfort” came on the stage in the course of the evening. I
9182,"knew this day had been fixed for his return, and was aware that Mrs."
9182,Bretton had been expecting him through all its hours. We were seated
9182,"round the fire, after tea, when Graham joined our circle: I should"
9182,"rather say, broke it up—for, of course, his arrival made a bustle; and"
9182,"then, as Mr. Graham was fasting, there was refreshment to be provided."
9182,He and Mr. Home met as old acquaintance; of the little girl he took no
9182,notice for a time.
9182,
9182,"His meal over, and numerous questions from his mother answered, he"
9182,turned from the table to the hearth. Opposite where he had placed
9182,"himself was seated Mr. Home, and at his elbow, the child. When I say"
9182,_child_ I use an inappropriate and undescriptive term—a term suggesting
9182,any picture rather than that of the demure little person in a mourning
9182,"frock and white chemisette, that might just have fitted a good-sized"
9182,"doll—perched now on a high chair beside a stand, whereon was her toy"
9182,"work-box of white varnished wood, and holding in her hands a shred of a"
9182,"handkerchief, which she was professing to hem, and at which she bored"
9182,"perseveringly with a needle, that in her fingers seemed almost a"
9182,"skewer, pricking herself ever and anon, marking the cambric with a"
9182,track of minute red dots; occasionally starting when the perverse
9182,weapon—swerving from her control—inflicted a deeper stab than usual;
9182,"but still silent, diligent, absorbed, womanly."
9182,
9182,"Graham was at that time a handsome, faithless-looking youth of sixteen."
9182,"I say faithless-looking, not because he was really of a very perfidious"
9182,"disposition, but because the epithet strikes me as proper to describe"
9182,"the fair, Celtic (not Saxon) character of his good looks; his waved"
9182,"light auburn hair, his supple symmetry, his smile frequent, and"
9182,destitute neither of fascination nor of subtlety (in no bad sense). A
9182,"spoiled, whimsical boy he was in those days."
9182,
9182,"“Mother,” he said, after eyeing the little figure before him in silence"
9182,"for some time, and when the temporary absence of Mr. Home from the room"
9182,"relieved him from the half-laughing bashfulness, which was all he knew"
9182,"of timidity—-“Mother, I see a young lady in the present society to whom"
9182,I have not been introduced.”
9182,
9182,"“Mr. Home’s little girl, I suppose you mean,” said his mother."
9182,
9182,"“Indeed, ma’am,” replied her son, “I consider your expression of the"
9182,"least ceremonious: Miss Home _I_ should certainly have said, in"
9182,venturing to speak of the gentlewoman to whom I allude.”
9182,
9182,"“Now, Graham, I will not have that child teased. Don’t flatter yourself"
9182,that I shall suffer you to make her your butt.”
9182,
9182,"“Miss Home,” pursued Graham, undeterred by his mother’s remonstrance,"
9182,"“might I have the honour to introduce myself, since no one else seems"
9182,"willing to render you and me that service? Your slave, John Graham"
9182,Bretton.”
9182,
9182,She looked at him; he rose and bowed quite gravely. She deliberately
9182,"put down thimble, scissors, work; descended with precaution from her"
9182,"perch, and curtsying with unspeakable seriousness, said, “How do you"
9182,do?”
9182,
9182,"“I have the honour to be in fair health, only in some measure fatigued"
9182,"with a hurried journey. I hope, ma’am, I see you well?”"
9182,
9182,"“Tor-rer-ably well,” was the ambitious reply of the little woman and"
9182,"she now essayed to regain her former elevation, but finding this could"
9182,not be done without some climbing and straining—a sacrifice of decorum
9182,not to be thought of—and being utterly disdainful of aid in the
9182,"presence of a strange young gentleman, she relinquished the high chair"
9182,for a low stool: towards that low stool Graham drew in his chair.
9182,
9182,"“I hope, ma’am, the present residence, my mother’s house, appears to"
9182,you a convenient place of abode?”
9182,
9182,“Not par-tic-er-er-ly; I want to go home.”
9182,
9182,"“A natural and laudable desire, ma’am; but one which, notwithstanding,"
9182,I shall do my best to oppose. I reckon on being able to get out of you
9182,"a little of that precious commodity called amusement, which mamma and"
9182,Mistress Snowe there fail to yield me.”
9182,
9182,“I shall have to go with papa soon: I shall not stay long at your
9182,mother’s.”
9182,
9182,"“Yes, yes; you will stay with me, I am sure. I have a pony on which you"
9182,"shall ride, and no end of books with pictures to show you.”"
9182,
9182,“Are _you_ going to live here now?”
9182,
9182,“I am. Does that please you? Do you like me?”
9182,
9182,“No.”
9182,
9182,“Why?”
9182,
9182,“I think you queer.”
9182,
9182,"“My face, ma’am?”"
9182,
9182,“Your face and all about you: You have long red hair.”
9182,
9182,"“Auburn hair, if you please: mamma calls it auburn, or golden, and so"
9182,do all her friends. But even with my ‘long red hair’” (and he waved his
9182,"mane with a sort of triumph—tawny he himself well knew that it was, and"
9182,"he was proud of the leonine hue), “I cannot possibly be queerer than is"
9182,your ladyship.”
9182,
9182,“You call me queer?”
9182,
9182,“Certainly.”
9182,
9182,(After a pause) “I think I shall go to bed.”
9182,
9182,“A little thing like you ought to have been in bed many hours since;
9182,but you probably sat up in the expectation of seeing me?”
9182,
9182,"“No, indeed.”"
9182,
9182,“You certainly wished to enjoy the pleasure of my society. You knew I
9182,"was coming home, and would wait to have a look at me.”"
9182,
9182,"“I sat up for papa, and not for you.”"
9182,
9182,"“Very good, Miss Home. I am going to be a favourite: preferred before"
9182,"papa soon, I daresay.”"
9182,
9182,She wished Mrs. Bretton and myself good-night; she seemed hesitating
9182,"whether Graham’s deserts entitled him to the same attention, when he"
9182,"caught her up with one hand, and with that one hand held her poised"
9182,"aloft above his head. She saw herself thus lifted up on high, in the"
9182,"glass over the fireplace. The suddenness, the freedom, the disrespect"
9182,of the action were too much.
9182,
9182,"“For shame, Mr. Graham!” was her indignant cry, “put me down!”—and when"
9182,"again on her feet, “I wonder what you would think of me if I were to"
9182,"treat you in that way, lifting you with my hand“ (raising that mighty"
9182,member) “as Warren lifts the little cat.”
9182,
9182,"So saying, she departed."
9182,
9182,
9182,
9182,CHAPTER III.
9182,THE PLAYMATES.
9182,
9182,
9182,Mr. Home stayed two days. During his visit he could not be prevailed on
9182,"to go out: he sat all day long by the fireside, sometimes silent,"
9182,"sometimes receiving and answering Mrs. Bretton’s chat, which was just"
9182,"of the proper sort for a man in his morbid mood—not over-sympathetic,"
9182,"yet not too uncongenial, sensible; and even with a touch of the"
9182,motherly—she was sufficiently his senior to be permitted this touch.
9182,
9182,"As to Paulina, the child was at once happy and mute, busy and watchful."
9182,Her father frequently lifted her to his knee; she would sit there till
9182,"she felt or fancied he grew restless; then it was—“Papa, put me down; I"
9182,shall tire you with my weight.”
9182,
9182,"And the mighty burden slid to the rug, and establishing itself on"
9182,"carpet or stool just at “papa’s“ feet, the white work-box and the"
9182,"scarlet-speckled handkerchief came into play. This handkerchief, it"
9182,"seems, was intended as a keepsake for “papa,” and must be finished"
9182,before his departure; consequently the demand on the sempstress’s
9182,industry (she accomplished about a score of stitches in half-an-hour)
9182,was stringent.
9182,
9182,"The evening, by restoring Graham to the maternal roof (his days were"
9182,"passed at school), brought us an accession of animation—a quality not"
9182,diminished by the nature of the scenes pretty sure to be enacted
9182,between him and Miss Paulina.
9182,
9182,A distant and haughty demeanour had been the result of the indignity
9182,"put upon her the first evening of his arrival: her usual answer, when"
9182,"he addressed her, was—“I can’t attend to you; I have other things to"
9182,think about.” Being implored to state _what_ things:
9182,
